"course_id","user_id","country"
"course1",168,"United States"
"course1",169,"United States"
"course1",170,"Mexico"
"course1",171,""
"course1",172,"United States"
"course1",173,"Germany"
"course1",174,"Canada"
"course1",175,"United States"
"course1",176,""
"course1",177,""
"course1",178,""
"course1",179,"India"
"course1",180,"Pakistan"
"course1",181,"Philippines"
"course1",182,""
"course1",183,"United Kingdom"
"course1",184,""
"course1",185,"United States"
"course1",186,"India"
"course1",187,""
"course1",188,"Morocco"
"course1",189,"India"
"course1",190,"Egypt"
"course1",191,"India"
"course1",192,"India"
"course1",193,"Greece"
"course1",194,"United States"
"course1",195,"Cameroon"
"course1",196,""
"course1",197,"Brazil"
"course1",198,"Nigeria"
"course1",199,"United Kingdom"
"course1",200,""
"course1",201,""
"course1",202,"Canada"
"course1",203,"India"
"course1",204,"Peru"
"course1",205,"Mexico"
"course1",206,"India"
"course1",207,"Germany"
"course1",208,""
"course1",209,""
"course1",210,""
"course1",211,"Jordan"
"course1",212,""
"course1",213,""
"course1",214,"Egypt"
"course1",215,""
"course1",216,"Morocco"
"course1",217,"Morocco"
"course1",218,""
"course1",219,""
"course1",220,""
"course1",221,""
"course1",222,""
"course1",223,""
"course1",224,"Chile"
"course1",225,""
"course1",226,"Morocco"
"course1",227,"Algeria"
"course1",228,"Nigeria"
"course1",229,""
"course1",230,""
"course1",231,"Saudi Arabia"
"course1",232,"Saudi Arabia"
"course1",233,""
"course1",234,"Egypt"
"course1",235,""
"course1",236,""
"course1",237,""
"course1",238,""
"course1",239,"Jordan"
"course1",240,"Egypt"
"course1",241,"Pakistan"
"course1",242,"Pakistan"
"course1",243,"Saudi Arabia"
"course1",244,"Pakistan"
"course1",245,""
"course1",246,"Nigeria"
"course1",247,"Saudi Arabia"
"course1",248,"United Arab Emirates"
"course1",249,""
"course1",250,"Turkey"
"course1",251,""
"course1",252,"United Arab Emirates"
"course1",253,"United States"
"course1",254,"Sudan"
"course1",255,"Pakistan"
"course1",256,"Brazil"
"course1",257,""
"course1",258,""
"course1",259,"United States"
"course1",260,""
"course1",261,"Brazil"
"course1",262,"India"
"course1",263,"India"
"course1",264,"India"
"course1",265,""
"course1",266,""
"course1",267,"India"
"course1",268,"France"
"course1",269,"India"
"course1",270,"India"
"course1",271,""
"course1",272,""
"course1",273,"India"
"course1",274,"India"
"course1",275,""
"course1",276,"India"
"course1",277,"Australia"
"course1",278,""
"course1",279,"India"
"course1",280,""
"course1",281,"India"
"course1",282,"India"
"course1",283,"India"
"course1",284,"India"
"course1",285,""
"course1",286,"Sudan"
"course1",287,"Argentina"
"course1",288,"Mexico"
"course1",289,"Indonesia"
"course1",290,""
"course1",291,"India"
"course1",292,"Panama"
"course1",293,"Peru"
"course1",294,"India"
"course1",295,""
"course1",296,"United States"
"course1",297,"Greece"
"course1",298,"Mauritius"
"course1",299,""
"course1",300,"Brazil"
"course1",301,"Morocco"
"course1",302,"Portugal"
"course1",303,"United Kingdom"
"course1",304,"Mexico"
"course1",305,"Brazil"
"course1",306,""
"course1",307,""
"course1",308,"Brazil"
"course1",309,""
"course1",310,"United Arab Emirates"
"course1",311,"Netherlands"
"course1",312,""
"course1",313,"Peru"
"course1",314,"Iran"
"course1",315,"Nigeria"
"course1",316,""
"course1",317,"Pakistan"
"course1",318,"Nigeria"
"course1",319,""
"course1",320,"Indonesia"
"course1",321,""
"course1",322,"United Kingdom"
"course1",323,"United States"
"course1",324,"Nigeria"
"course1",325,""
"course1",326,"United Kingdom"
"course1",327,""
"course1",328,"Germany"
"course1",329,""
"course1",330,"Argentina"
"course1",331,"Brazil"
"course1",332,"Portugal"
"course1",333,"United States"
"course1",334,""
"course1",335,"India"
"course1",336,"Canada"
"course1",337,"Ghana"
"course1",338,"United States"
"course1",339,"Tunisia"
"course1",340,""
"course1",341,""
"course1",342,"Morocco"
"course1",343,"Argentina"
"course1",344,"United States"
"course1",345,"Peru"
"course1",346,""
"course1",347,"United States"
"course1",348,"France"
"course1",349,"Argentina"
"course1",350,"Brazil"
"course1",351,"United States"
"course1",352,"Turkey"
"course1",353,"United States"
"course1",354,"United States"
"course1",355,"United States"
"course1",356,"Mexico"
"course1",357,"Singapore"
"course1",358,"United States"
"course1",359,"Brazil"
"course1",360,"Mongolia"
"course1",361,"Mexico"
"course1",362,"Costa Rica"
"course1",363,"Indonesia"
"course1",364,"Nigeria"
"course1",365,"China"
"course1",366,"United Kingdom"
"course1",367,"United States"
"course1",368,"United States"
"course1",369,""
"course1",370,"Venezuela"
"course1",371,""
"course1",372,""
"course1",373,""
"course1",374,"India"
"course1",375,"Argentina"
"course1",376,"Switzerland"
"course1",377,"Saudi Arabia"
"course1",378,"Nigeria"
"course1",379,""
"course1",380,"India"
"course1",381,""
"course1",382,""
"course1",383,"Netherlands"
"course1",384,"United States"
"course1",385,""
"course1",386,"Republic of Moldova"
"course1",387,"Nigeria"
"course1",388,"Peru"
"course1",389,""
"course1",390,""
"course1",391,"France"
"course1",392,"United States"
"course1",393,""
"course1",394,"Philippines"
"course1",395,"Nigeria"
"course1",396,"United States"
"course1",397,""
"course1",398,"Indonesia"
"course1",399,""
"course1",400,""
"course1",401,"Nigeria"
"course1",402,"Brazil"
"course1",403,"Republic of Korea"
"course1",404,"Canada"
"course1",405,"India"
"course1",406,""
"course1",407,"Germany"
"course1",408,""
"course1",409,"Syria"
"course1",410,"Qatar"
"course1",411,"Kazakhstan"
"course1",412,"India"
"course1",413,"Brazil"
"course1",414,"United Kingdom"
"course1",415,""
"course1",416,"Canada"
"course1",417,""
"course1",418,""
"course1",419,"Indonesia"
"course1",420,"India"
"course1",421,"United Kingdom"
"course1",422,"Singapore"
"course1",423,""
"course1",424,"India"
"course1",425,""
"course1",426,""
"course1",427,"India"
"course1",428,"India"
"course1",429,"India"
"course1",430,"United States"
"course1",431,"India"
"course1",432,"India"
"course1",433,"India"
"course1",434,"India"
"course1",435,""
"course1",436,"United States"
"course1",437,"Pakistan"
"course1",438,""
"course1",439,""
"course1",440,"Pakistan"
"course1",441,""
"course1",442,"Pakistan"
"course1",443,"United States"
"course1",444,"Malaysia"
"course1",445,"Mexico"
"course1",446,""
"course1",447,""
"course1",448,""
"course1",449,"Mexico"
"course1",450,"Lithuania"
"course1",451,""
"course1",452,"Croatia"
"course1",453,"Philippines"
"course1",454,""
"course1",455,"Mexico"
"course1",456,""
"course1",457,""
"course1",458,"Venezuela"
"course1",459,"Brazil"
"course1",460,""
"course1",461,"France"
"course1",462,"Brazil"
"course1",463,"Peru"
"course1",464,"Colombia"
"course1",465,"Spain"
"course1",466,"Costa Rica"
"course1",467,"United States"
"course1",468,""
"course1",469,"Mexico"
"course1",470,"Philippines"
"course1",471,"Brazil"
"course1",472,"Venezuela"
"course1",473,""
"course1",474,"Spain"
"course1",475,"France"
"course1",476,""
"course1",477,"Brazil"
"course1",478,"Brazil"
"course1",479,""
"course1",480,"Brazil"
"course1",481,"Spain"
"course1",482,"Romania"
"course1",483,"United States"
"course1",484,"Colombia"
"course1",485,""
"course1",486,""
"course1",487,""
"course1",488,"Greece"
"course1",489,"Brazil"
"course1",490,"Brazil"
"course1",491,"Brazil"
"course1",492,"Argentina"
"course1",493,"Mexico"
"course1",494,"Brazil"
"course1",495,""
"course1",496,""
"course1",497,"Brazil"
"course1",498,"Germany"
"course1",499,"Peru"
"course1",500,""
"course1",501,"Poland"
"course1",502,"India"
"course1",503,"Japan"
"course1",504,""
"course1",505,"United States"
"course1",506,""
"course1",507,"United States"
"course1",508,"United States"
"course1",509,""
"course1",510,"Brazil"
"course1",511,"Thailand"
"course1",512,"Colombia"
"course1",513,"Thailand"
"course1",514,""
"course1",515,"Chile"
"course1",516,"Peru"
"course1",517,"Chile"
"course1",518,"Mexico"
"course1",519,"Czech Republic"
"course1",520,"Spain"
"course1",521,"Italy"
"course1",522,"United States"
"course1",523,"United Kingdom"
"course1",524,"Colombia"
"course1",525,"Canada"
"course1",526,"India"
"course1",527,""
"course1",528,""
"course1",529,"United States"
"course1",530,"Japan"
"course1",531,"Hong Kong"
"course1",532,"Paraguay"
"course1",533,"Brazil"
"course1",534,""
"course1",535,"Brazil"
"course1",536,"Brazil"
"course1",537,"Lithuania"
"course1",538,"Germany"
"course1",539,"Colombia"
"course1",540,"Brazil"
"course1",541,""
"course1",542,"United States"
"course1",543,"Turkey"
"course1",544,"Spain"
"course1",545,"United Kingdom"
"course1",546,"Nigeria"
"course1",547,"Poland"
"course1",548,""
"course1",549,"Brazil"
"course1",550,""
"course1",551,""
"course1",552,"United States"
"course1",553,""
"course1",554,""
"course1",555,""
"course1",556,""
"course1",557,"United States"
"course1",558,"Poland"
"course1",559,"United Kingdom"
"course1",560,"United Kingdom"
"course1",561,"Serbia"
"course1",562,"Chile"
"course1",563,"Brazil"
"course1",564,"Dominican Republic"
"course1",565,""
"course1",566,"Ecuador"
"course1",567,"United States"
"course1",568,"United States"
"course1",569,"Brazil"
"course1",570,""
"course1",571,"Mexico"
"course1",572,"Brazil"
"course1",573,"Philippines"
"course1",574,"Brazil"
"course1",575,"United States"
"course1",576,"Indonesia"
"course1",577,"United States"
"course1",578,"Venezuela"
"course1",579,"Argentina"
"course1",580,""
"course1",581,"Argentina"
"course1",582,""
"course1",583,"Argentina"
"course1",584,"Mexico"
"course1",585,""
"course1",586,""
"course1",587,""
"course1",588,""
"course1",589,"Turkey"
"course1",590,"United States"
"course1",591,"Mexico"
"course1",592,"Syria"
"course1",593,"Pakistan"
"course1",594,"Saudi Arabia"
"course1",595,""
"course1",596,"Jordan"
"course1",597,""
"course1",598,"Egypt"
"course1",599,""
"course1",600,"Palestine"
"course1",601,"United Kingdom"
"course1",602,""
"course1",603,""
"course1",604,""
"course1",605,"Sudan"
"course1",606,"Egypt"
"course1",607,"Tunisia"
"course1",608,"Saudi Arabia"
"course1",609,"Pakistan"
"course1",610,"Malaysia"
"course1",611,"United States"
"course1",612,"Egypt"
"course1",613,""
"course1",614,"Philippines"
"course1",615,"Egypt"
"course1",616,"Pakistan"
"course1",617,""
"course1",618,""
"course1",619,"Saudi Arabia"
"course1",620,"Egypt"
"course1",621,""
"course1",622,""
"course1",623,""
"course1",624,""
"course1",625,"Egypt"
"course1",626,"Egypt"
"course1",627,""
"course1",628,"Australia"
"course1",629,"Oman"
"course1",630,""
"course1",631,""
"course1",632,""
"course1",633,""
"course1",634,"Romania"
"course1",635,"Egypt"
"course1",636,""
"course1",637,"United Kingdom"
"course1",638,"Sudan"
"course1",639,"Egypt"
"course1",640,""
"course1",641,""
"course1",642,""
"course1",643,""
"course1",644,""
"course1",645,"Egypt"
"course1",646,"Mauritania"
"course1",647,"Saudi Arabia"
"course1",648,"Turkey"
"course1",649,"Turkey"
"course1",650,"Colombia"
"course1",651,"Fiji"
"course1",652,"United States"
"course1",653,"Senegal"
"course1",654,"Singapore"
"course1",655,"Saudi Arabia"
"course1",656,"United States"
"course1",657,"United States"
"course1",658,"Philippines"
"course1",659,""
"course1",660,"Belgium"
"course1",661,""
"course1",662,""
"course1",663,""
"course1",664,"France"
"course1",665,"Kazakhstan"
"course1",666,""
"course1",667,""
"course1",668,""
"course1",669,"Mexico"
"course1",670,"Greece"
"course1",671,"Greece"
"course1",672,"Canada"
"course1",673,""
"course1",674,""
"course1",675,"Ukraine"
"course1",676,"Libya"
"course1",677,"United Kingdom"
"course1",678,"Mexico"
"course1",679,"Australia"
"course1",680,"India"
"course1",681,""
"course1",682,""
"course1",683,"Brazil"
"course1",684,"India"
"course1",685,"India"
"course1",686,"India"
"course1",687,"Malaysia"
"course1",688,"Germany"
"course1",689,""
"course1",690,"United States"
"course1",691,""
"course1",692,""
"course1",693,"India"
"course1",694,"Germany"
"course1",695,"India"
"course1",696,""
"course1",697,""
"course1",698,"India"
"course1",699,"India"
"course1",700,"United Kingdom"
"course1",701,"United States"
"course1",702,""
"course1",703,"India"
"course1",704,"Nigeria"
"course1",705,"United States"
"course1",706,"India"
"course1",707,"India"
"course1",708,"India"
"course1",709,""
"course1",710,"India"
"course1",711,"Mexico"
"course1",712,"United States"
"course1",713,"Australia"
"course1",714,"India"
"course1",715,"United States"
"course1",716,"Canada"
"course1",717,""
"course1",718,""
"course1",719,"Nigeria"
"course1",720,"Uganda"
"course1",721,""
"course1",722,"India"
"course1",723,""
"course1",724,"United States"
"course1",725,""
"course1",726,"Canada"
"course1",727,"India"
"course1",728,"United Arab Emirates"
"course1",729,"United States"
"course1",730,"Solomon Islands"
"course1",731,"India"
"course1",732,"United States"
"course1",733,"United Kingdom"
"course1",734,"Nigeria"
"course1",735,"Australia"
"course1",736,""
"course1",737,"India"
"course1",738,"India"
"course1",739,"India"
"course1",740,""
"course1",741,"United States"
"course1",742,""
"course1",743,"Japan"
"course1",744,"United Kingdom"
"course1",745,"United States"
"course1",746,"Nigeria"
"course1",747,"Poland"
"course1",748,"Poland"
"course1",749,"Nigeria"
"course1",750,""
"course1",751,"Brazil"
"course1",752,"Greece"
"course1",753,"Finland"
"course1",754,"Greece"
"course1",755,"Netherlands"
"course1",756,""
"course1",757,"Singapore"
"course1",758,"Uzbekistan"
"course1",759,""
"course1",760,""
"course1",761,"Macedonia"
"course1",762,""
"course1",763,"United States"
"course1",764,""
"course1",765,"Pakistan"
"course1",766,"Uzbekistan"
"course1",767,"Tunisia"
"course1",768,"India"
"course1",769,""
"course1",770,"Brazil"
"course1",771,"Denmark"
"course1",772,"United Kingdom"
"course1",773,"India"
"course1",774,"India"
"course1",775,"India"
"course1",776,"India"
"course1",777,"Viet Nam"
"course1",778,"India"
"course1",779,"United States"
"course1",780,"India"
"course1",781,"Canada"
"course1",782,""
"course1",783,"Israel"
"course1",784,"Spain"
"course1",785,"Kuwait"
"course1",786,"Turkey"
"course1",787,"Egypt"
"course1",788,"Saudi Arabia"
"course1",789,"Hashemite Kingdom of Jordan"
"course1",790,"Mozambique"
"course1",791,"Mexico"
"course1",792,"United States"
"course1",793,"Philippines"
"course1",794,"Brazil"
"course1",795,""
"course1",796,"United States"
"course1",797,""
"course1",798,"Saudi Arabia"
"course1",799,"Australia"
"course1",800,"Brazil"
"course1",801,"Brazil"
"course1",802,"Brazil"
"course1",803,"Brazil"
"course1",804,"Brazil"
"course1",805,"Brazil"
"course1",806,"Philippines"
"course1",807,"Ecuador"
"course1",808,"Belgium"
"course1",809,""
"course1",810,"United Kingdom"
"course1",811,""
"course1",812,"Mexico"
"course1",813,"United States"
"course1",814,""
"course1",815,"United Kingdom"
"course1",816,"Australia"
"course1",817,""
"course1",818,"Mexico"
"course1",819,"Peru"
"course1",820,"United Kingdom"
"course1",821,""
"course1",822,"Mexico"
"course1",823,""
"course1",824,""
"course1",825,"Nicaragua"
"course1",826,"Dominican Republic"
"course1",827,"Venezuela"
"course1",828,"Mexico"
"course1",829,"Netherlands"
"course1",830,"Spain"
"course1",831,"Argentina"
"course1",832,"Colombia"
"course1",833,""
"course1",834,"Mexico"
"course1",835,"Mexico"
"course1",836,"United Kingdom"
"course1",837,"Spain"
"course1",838,""
"course1",839,"Mexico"
"course1",840,"Germany"
"course1",841,""
"course1",842,"Germany"
"course1",843,"Korea"
"course1",844,""
"course1",845,"Colombia"
"course1",846,"Peru"
"course1",847,"Mexico"
"course1",848,""
"course1",849,"Austria"
"course1",850,"Portugal"
"course1",851,""
"course1",852,"United States"
"course1",853,"United States"
"course1",854,""
"course1",855,"Brazil"
"course1",856,"United States"
"course1",857,"Chile"
"course1",858,"Brazil"
"course1",859,"Mexico"
"course1",860,"Mexico"
"course1",861,""
"course1",862,""
"course1",863,"Colombia"
"course1",864,"United States"
"course1",865,"Mexico"
"course1",866,"Philippines"
"course1",867,"Singapore"
"course1",868,""
"course1",869,"Brazil"
"course1",870,"Chile"
"course1",871,"Argentina"
"course1",872,""
"course1",873,"Argentina"
"course1",874,"Ecuador"
"course1",875,"United Kingdom"
"course1",876,"Colombia"
"course1",877,"United States"
"course1",878,"Brazil"
"course1",879,"Romania"
"course1",880,"United States"
"course1",881,"Canada"
"course1",882,"Mexico"
"course1",883,""
"course1",884,"United States"
"course1",885,""
"course1",886,""
"course1",887,""
"course1",888,"Honduras"
"course1",889,"Colombia"
"course1",890,"Colombia"
"course1",891,"Guatemala"
"course1",892,"Colombia"
"course1",893,""
"course1",894,"Peru"
"course1",895,"Colombia"
"course1",896,"Colombia"
"course1",897,"Peru"
"course1",898,"Mexico"
"course1",899,"United States"
"course1",900,""
"course1",901,"Mexico"
"course1",902,"Colombia"
"course1",903,"Chile"
"course1",904,"Colombia"
"course1",905,"Uruguay"
"course1",906,"Colombia"
"course1",907,"Honduras"
"course1",908,""
"course1",909,""
"course1",910,"Colombia"
"course1",911,"Argentina"
"course1",912,"Peru"
"course1",913,"Ireland"
"course1",914,"Mexico"
"course1",915,"Colombia"
"course1",916,""
"course1",917,"United States"
"course1",918,"Canada"
"course1",919,"Colombia"
"course1",920,"Mexico"
"course1",921,"Spain"
"course1",922,""
"course1",923,"Colombia"
"course1",924,"Colombia"
"course1",925,"Colombia"
"course1",926,"Peru"
"course1",927,"Colombia"
"course1",928,"Colombia"
"course1",929,"United States"
"course1",930,""
"course1",931,"Poland"
"course1",932,""
"course1",933,""
"course1",934,"Russian Federation"
"course1",935,"Republic of Lithuania"
"course1",936,"Poland"
"course1",937,"Russia"
"course1",938,"United States"
"course1",939,"Argentina"
"course1",940,""
"course1",941,"Argentina"
"course1",942,""
"course1",943,"Italy"
"course1",944,""
"course1",945,""
"course1",946,"Chile"
"course1",947,"Mexico"
"course1",948,"Brazil"
"course1",949,"Colombia"
"course1",950,"Brazil"
"course1",951,"Brazil"
"course1",952,"Mexico"
"course1",953,""
"course1",954,"Brazil"
"course1",955,"United States"
"course1",956,"Brazil"
"course1",957,"Italy"
"course1",958,"Italy"
"course1",959,"Italy"
"course1",960,"Switzerland"
"course1",961,"Belgium"
"course1",962,"United States"
"course1",963,"Mexico"
"course1",964,"Italy"
"course1",965,""
"course1",966,"United States"
"course1",967,""
"course1",968,"Mexico"
"course1",969,"United Kingdom"
"course1",970,"Moldova"
"course1",971,"France"
"course1",972,"Canada"
"course1",973,"United Kingdom"
"course1",974,"Italy"
"course1",975,"Russian Federation"
"course1",976,""
"course1",977,""
"course1",978,"United States"
"course1",979,"Hungary"
"course1",980,"Barbados"
"course1",981,"United States"
"course1",982,"Colombia"
"course1",983,"United States"
"course1",984,""
"course1",985,""
"course1",986,"Belgium"
"course1",987,"Nigeria"
"course1",988,""
"course1",989,"Germany"
"course1",990,"United States"
"course1",991,"Peru"
"course1",992,"Peru"
"course1",993,"United States"
"course1",994,"Brazil"
"course1",995,"United States"
"course1",996,"Honduras"
"course1",997,""
"course1",998,"United States"
"course1",999,""
"course1",1000,""
"course2",1001,"Belarus"
"course2",1002,"Switzerland"
"course2",1003,""
"course2",1004,"Germany"
"course2",1005,""
"course2",1006,"Chile"
"course2",1007,"France"
"course2",1008,"Brazil"
"course2",1009,"Brazil"
"course2",1010,""
"course2",1011,"France"
"course2",1012,""
"course2",1013,"France"
"course2",1014,"United States"
"course2",1015,"Mexico"
"course2",1016,"Greece"
"course2",1017,"Moldova"
"course2",1018,"Russian Federation"
"course2",1019,"United Kingdom"
"course2",1020,"Portugal"
"course2",1021,"Canada"
"course2",1022,"Moldova"
"course2",1023,"United States"
"course2",1024,"United Kingdom"
"course2",1025,"Germany"
"course2",1026,""
"course2",1027,"France"
"course2",1028,"Germany"
"course2",1029,"Norway"
"course2",1030,"Colombia"
"course2",1031,"United Kingdom"
"course2",1032,"Denmark"
"course2",1033,"Mexico"
"course2",1034,"United States"
"course2",1035,""
"course2",1036,""
"course2",1037,"United States"
"course2",1038,"Greece"
"course2",1039,"Greece"
"course2",1040,""
"course2",1041,""
"course2",1042,"Spain"
"course2",1043,"Venezuela"
"course2",1044,""
"course2",1045,""
"course2",1046,"Mexico"
"course2",1047,"Ecuador"
"course2",1048,"Canada"
"course2",1049,"France"
"course2",1050,"Greece"
"course2",1051,"Peru"
"course2",1052,""
"course2",1053,"Ecuador"
"course2",1054,"Mexico"
"course2",1055,"Italy"
"course2",1056,"Mexico"
"course2",1057,"Peru"
"course2",1058,"Spain"
"course2",1059,"Australia"
"course2",1060,"United States"
"course2",1061,"Brazil"
"course2",1062,"Australia"
"course2",1063,"France"
"course2",1064,"United States"
"course2",1065,"United States"
"course2",1066,"Singapore"
"course2",1067,"France"
"course2",1068,"United Kingdom"
"course2",1069,"Chile"
"course2",1070,"United States"
"course2",1071,"Mexico"
"course2",1072,""
"course2",1073,"Germany"
"course2",1074,"United States"
"course2",1075,"Mexico"
"course2",1076,"Saudi Arabia"
"course2",1077,""
"course2",1078,"Venezuela"
"course2",1079,"Colombia"
"course2",1080,"Panama"
"course2",1081,"Mexico"
"course2",1082,"Mexico"
"course2",1083,"Canada"
"course2",1084,""
"course2",1085,""
"course2",1086,"Brazil"
"course2",1087,"Bolivia"
"course2",1088,"Mexico"
"course2",1089,"Chile"
"course2",1090,"Malaysia"
"course2",1091,"Mexico"
"course2",1092,"Indonesia"
"course2",1093,"Nigeria"
"course2",1094,"United Arab Emirates"
"course2",1095,""
"course2",1096,""
"course2",1097,""
"course2",1098,"Saudi Arabia"
"course2",1099,"United States"
"course2",1100,"Egypt"
"course2",1101,""
"course2",1102,"Germany"
"course2",1103,"Sudan"
"course2",1104,"Malaysia"
"course2",1105,"Turkey"
"course2",1106,""
"course2",1107,""
"course2",1108,"Brazil"
"course2",1109,"Brazil"
"course2",1110,"Brazil"
"course2",1111,""
"course2",1112,"United States"
"course2",1113,""
"course2",1114,"United States"
"course2",1115,"Spain"
"course2",1116,""
"course2",1117,"Canada"
"course2",1118,""
"course2",1119,""
"course2",1120,"Indonesia"
"course2",1121,"United States"
"course2",1122,""
"course2",1123,""
"course2",1124,"Lebanon"
"course2",1125,"Iran"
"course2",1126,"United States"
"course2",1127,"United States"
"course2",1128,"Australia"
"course2",1129,"Turkey"
"course2",1130,"United States"
"course2",1131,"Albania"
"course2",1132,"Korea"
"course2",1133,""
"course2",1134,"Sweden"
"course2",1135,"Romania"
"course2",1136,""
"course2",1137,"United States"
"course2",1138,"Brazil"
"course2",1139,"Brazil"
"course2",1140,"Brazil"
"course2",1141,"United States"
"course2",1142,"Brazil"
"course2",1143,"Brazil"
"course2",1144,"Brazil"
"course2",1145,"Brazil"
"course2",1146,"Iraq"
"course2",1147,"Jordan"
"course2",1148,"Iran"
"course2",1149,"Turkey"
"course2",1150,""
"course2",1151,""
"course2",1152,"Turkey"
"course2",1153,"United Kingdom"
"course2",1154,"India"
"course2",1155,""
"course2",1156,"Mexico"
"course2",1157,"United States"
"course2",1158,"Brazil"
"course2",1159,"Australia"
"course2",1160,"United Arab Emirates"
"course2",1161,"United Arab Emirates"
"course2",1162,"United Arab Emirates"
"course2",1163,"Brazil"
"course2",1164,""
"course2",1165,"France"
"course2",1166,""
"course2",1167,"Hungary"
"course2",1168,"Australia"
"course2",1169,""
"course2",1170,"India"
"course2",1171,"United States"
"course2",1172,"Netherlands"
"course2",1173,""
"course2",1174,"Pakistan"
"course2",1175,""
"course2",1176,""
"course2",1177,"United States"
"course2",1178,"United States"
"course2",1179,"Canada"
"course2",1180,"France"
"course2",1181,"Bosnia and Herzegovina"
"course2",1182,""
"course2",1183,"United States"
"course2",1184,"United States"
"course2",1185,"Italy"
"course2",1186,"Qatar"
"course2",1187,"Brazil"
"course2",1188,"Panama"
"course2",1189,"Brazil"
"course2",1190,"United Kingdom"
"course2",1191,"Brazil"
"course2",1192,"Netherlands"
"course2",1193,"Brazil"
"course2",1194,"Spain"
"course2",1195,"India"
"course2",1196,"China"
"course2",1197,""
"course2",1198,"Philippines"
"course2",1199,"Korea"
"course2",1200,"United States"
"course2",1201,"United States"
"course2",1202,""
"course2",1203,"United States"
"course2",1204,"Brazil"
"course2",1205,""
"course2",1206,""
"course2",1207,"United States"
"course2",1208,""
"course2",1209,"United Arab Emirates"
"course2",1210,"Portugal"
"course2",1211,"United States"
"course2",1212,""
"course2",1213,"Brazil"
"course2",1214,""
